what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1769041364469
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1769041364469
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1769041364471
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1769041364472
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1769041364472
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1769041364474
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1769041364476
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1769041364476
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1769041364478
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1769041364481
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1769041364483
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1769041364485
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1769041364487
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1769041364488
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1769041364488
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1769041364490
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1769041364490
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1769041364492
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1769041364494
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1769041364496
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1769041364498
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1769041364498
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1769041364500
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1769041364502
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1769041364504
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1769041364504
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1769041364506
started,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1769041364506
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1769041364508
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1769041364508
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1769041364510
os,sysinfo,,,"win32",1769041364514
arch,sysinfo,,,"x86",1769041364514
ws,sysinfo,,,"win32",1769041364514
locale,sysinfo,,,"en_US",1769041364514
processors,sysinfo,,,"4",1769041364514
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1769041364514
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1769041364514
java.specification.name,sysinfo,,,"Java Platform API Specification",1769041364514
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1769041364514
java.specification.version,sysinfo,,,"1.6",1769041364514
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1769041364514
java.version,sysinfo,,,"1.6.0_23",1769041364514
java.vm.info,sysinfo,,,"mixed mode",1769041364514
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1769041364514
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1769041364514
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1769041364514
java.vm.specification.version,sysinfo,,,"1.0",1769041364514
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1769041364514
java.vm.version,sysinfo,,,"19.0-b09",1769041364514
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1769041493210
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1769041493470
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1769041493707
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1769041493715
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1769041493715
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1769041493717
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769041494542
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1769041531521
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1769041531600
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1769041533672
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1769041535345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769041546315
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1769041549441
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1769041549457
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769041554717
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769041557995
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1769041565017
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1769041567804
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769041573515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769041573956
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769041579350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769041608213
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769041633283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769041636690
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769041646106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769041654177
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769041654913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769041659436
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1769041711782
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1769041712043
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1769041712349
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1769041717713
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1769041717717
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1769041719670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769041723679
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769041727635
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1769041729307
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1769041729323
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1769041734674
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1769041735538
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1769041735557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769042230534
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769042261142
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1769042267727
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1769042268002
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1769042286551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769042288231
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769042641130
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1769042643752
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1769042648144
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1769042655798
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1769042658375
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1769042660755
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769042665996
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769042675074
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1769042676064
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1769042682003
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1769042682421
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1769042692441
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1769042725411
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1769042897300
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769043348812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769043363230
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1769043363302
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1769043368589
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1769043377231
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1769043382136
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769043385935
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769043390628
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1769043391481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769043395745
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769043420303
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1769043423079
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1769043424959
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769043430722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769043441020
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769043441691
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769068216927
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769068218874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769068235551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769068246936
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769068266171
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1769068267731
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1769068273507
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769068278836
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769068283628
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1769068284530
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769068287495
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769068401927
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1769068404592
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1769068406946
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1769068418527
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1769068426027
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1769068428934
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1769068438908
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1769068458272
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1769068467468
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1769068473905
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1769068480199
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1769068491211
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1769068498402
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769068501656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769068508272
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1769068509129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769068509708
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769068514340
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1769068516782
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1769068517203
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1769068526062
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1769068535038
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1769069017775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1769069166844
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769069168652
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769069848640
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1769069850217
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1769069855351
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1769069861969
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769069865471
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1769069876575
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769069960477
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1769069961943
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1769069965750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769069989527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769069997600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769069999655
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769070184640
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1769070185723
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1769070203002
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769070211250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769070220767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769070230905
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769070233672
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1769070240639
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1769070242338
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1769070260412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769070268930
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769070270958
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1769070270982
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769070271419
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769070273522
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769070273593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769070276685
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1769070276778
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1769070305625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1769070310282
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1769070321383
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1769070333101
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1769070349750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1769070353593
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1769070368442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1769070376192
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1769070388486
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1769070397204
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769070499149
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1769070621368
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1769070629201
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1769070632333
error,log,,,"WARNING: Prevented recursive attempt to activate part org.eclipse.cdt.ui.editor.CEditor while still in the middle of activating part org.eclipse.ui.navigator.ProjectExplorer",1769070632818
